"join_field","model_code","ref_label","ref_percent","bps_name","state_class_id","age_category","canopy_category","cur_scls_count","bps_count","bps_acres","ref_scls_acres","cur_scls_acres","cur_percent"
"13020_63_A","13020_63","A",2,"Laurentian-Acadian Northern Hardwoods Forest","Early1:ALL","Early1","ALL",29159,17088331,3800351,76007,6485,0
"13020_63_B","13020_63","B",4,"Laurentian-Acadian Northern Hardwoods Forest","Early2:ALL","Early2","ALL",320790,17088331,3800351,152014,71342,2
"13020_63_C","13020_63","C",14,"Laurentian-Acadian Northern Hardwoods Forest","Mid1:CLS","Mid1","CLS",1649604,17088331,3800351,532049,366863,10
"13020_63_D","13020_63","D",76,"Laurentian-Acadian Northern Hardwoods Forest","Late1:CLS","Late1","CLS",811,17088331,3800351,2888267,180,0
"13020_63_E","13020_63","E",4,"Laurentian-Acadian Northern Hardwoods Forest","Mid2:CLS","Mid2","CLS",2512042,17088331,3800351,152014,558664,15
"13020_63_Agriculture","13020_63","Agriculture",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,7331332,17088331,3800351,0,1630448,43
"13020_63_Urban","13020_63","Urban",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,2708810,17088331,3800351,0,602424,16
"13020_63_Water","13020_63","Water",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,NA,17088331,3800351,0,NA,NA
"13020_63_UN","13020_63","UN",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,703543,17088331,3800351,0,156464,4
"13020_63_UE","13020_63","UE",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,1832240,17088331,3800351,0,407480,11
"13020_64_A","13020_64","A",2,"Laurentian-Acadian Northern Hardwoods Forest","Early1:ALL","Early1","ALL",31492,8556123,1902835,38057,7004,0
"13020_64_B","13020_64","B",4,"Laurentian-Acadian Northern Hardwoods Forest","Early2:ALL","Early2","ALL",277833,8556123,1902835,76113,61789,3
"13020_64_C","13020_64","C",14,"Laurentian-Acadian Northern Hardwoods Forest","Mid1:CLS","Mid1","CLS",1353585,8556123,1902835,266397,301030,16
"13020_64_D","13020_64","D",76,"Laurentian-Acadian Northern Hardwoods Forest","Late1:CLS","Late1","CLS",73,8556123,1902835,1446154,16,0
"13020_64_E","13020_64","E",4,"Laurentian-Acadian Northern Hardwoods Forest","Mid2:CLS","Mid2","CLS",3207052,8556123,1902835,76113,713231,37
"13020_64_Agriculture","13020_64","Agriculture",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,1635773,8556123,1902835,0,363787,19
"13020_64_Urban","13020_64","Urban",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,434858,8556123,1902835,0,96710,5
"13020_64_Water","13020_64","Water",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,NA,8556123,1902835,0,NA,NA
"13020_64_UN","13020_64","UN",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,1087085,8556123,1902835,0,241762,13
"13020_64_UE","13020_64","UE",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,528372,8556123,1902835,0,117507,6
"13022_41_50_51_A","13022_41_50_51","A",2,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock","Early1:ALL","Early1","ALL",1600,56609741,12589695,251794,356,0
"13022_41_50_51_B","13022_41_50_51","B",4,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock","Early2:ALL","Early2","ALL",462831,56609741,12589695,503588,102931,1
"13022_41_50_51_C","13022_41_50_51","C",14,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock","Mid1:CLS","Mid1","CLS",6760309,56609741,12589695,1762557,1503456,12
"13022_41_50_51_D","13022_41_50_51","D",76,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock","Late1:CLS","Late1","CLS",NA,56609741,12589695,9568168,NA,NA
"13022_41_50_51_E","13022_41_50_51","E",4,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock","Mid2:CLS","Mid2","CLS",22389468,56609741,12589695,503588,4979295,40
"13022_41_50_51_Agriculture","13022_41_50_51","Agriculture",0,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",NA,NA,NA,12464981,56609741,12589695,0,2772143,22
"13022_41_50_51_Urban","13022_41_50_51","Urban",0,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",NA,NA,NA,4772819,56609741,12589695,0,1061449,8
"13022_41_50_51_Water","13022_41_50_51","Water",0,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",NA,NA,NA,NA,56609741,12589695,0,NA,NA
"13022_41_50_51_UN","13022_41_50_51","UN",0,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",NA,NA,NA,6506682,56609741,12589695,0,1447050,11
"13022_41_50_51_UE","13022_41_50_51","UE",0,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",NA,NA,NA,3251051,56609741,12589695,0,723016,6
"13023_51_A","13023_51","A",4,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood","Early1:ALL","Early1","ALL",4,457760,101803,4072,1,0
"13023_51_B","13023_51","B",7,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood","Early2:ALL","Early2","ALL",9703,457760,101803,7126,2158,2
"13023_51_C","13023_51","C",16,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood","Mid1:CLS","Mid1","CLS",165116,457760,101803,16289,36721,36
"13023_51_D","13023_51","D",69,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood","Late1:CLS","Late1","CLS",NA,457760,101803,70244,NA,NA
"13023_51_E","13023_51","E",4,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood","Mid2:CLS","Mid2","CLS",209268,457760,101803,4072,46540,46
"13023_51_Agriculture","13023_51","Agriculture",0,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood",NA,NA,NA,14037,457760,101803,0,3122,3
"13023_51_Urban","13023_51","Urban",0,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood",NA,NA,NA,16881,457760,101803,0,3754,4
"13023_51_Water","13023_51","Water",0,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood",NA,NA,NA,NA,457760,101803,0,NA,NA
"13023_51_UN","13023_51","UN",0,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood",NA,NA,NA,32152,457760,101803,0,7150,7
"13023_51_UE","13023_51","UE",0,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood",NA,NA,NA,10599,457760,101803,0,2357,2
"13030_61_63_64_65_66_A","13030_61_63_64_65_66","A",4,"Northeastern Interior Dry-Mesic Oak Forest","Early1:ALL","Early1","ALL",NA,74,16,1,NA,NA
"13030_61_63_64_65_66_B","13030_61_63_64_65_66","B",22,"Northeastern Interior Dry-Mesic Oak Forest","Mid1:OPN","Mid1","OPN",NA,74,16,4,NA,NA
"13030_61_63_64_65_66_C","13030_61_63_64_65_66","C",49,"Northeastern Interior Dry-Mesic Oak Forest","Mid2:OPN","Mid2","OPN",3,74,16,8,1,4
"13030_61_63_64_65_66_D","13030_61_63_64_65_66","D",18,"Northeastern Interior Dry-Mesic Oak Forest","Late1:CLS","Late1","CLS",15,74,16,3,3,20
"13030_61_63_64_65_66_E","13030_61_63_64_65_66","E",7,"Northeastern Interior Dry-Mesic Oak Forest","Late2:CLS","Late2","CLS",11,74,16,1,2,15
"13030_61_63_64_65_66_Agriculture","13030_61_63_64_65_66","Agriculture",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,1,74,16,0,0,1
"13030_61_63_64_65_66_Urban","13030_61_63_64_65_66","Urban",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,37,74,16,0,8,50
"13030_61_63_64_65_66_Water","13030_61_63_64_65_66","Water",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,NA,74,16,0,NA,NA
"13030_61_63_64_65_66_UN","13030_61_63_64_65_66","UN",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,NA,74,16,0,NA,NA
"13030_61_63_64_65_66_UE","13030_61_63_64_65_66","UE",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,7,74,16,0,2,9
"13030_62_A","13030_62","A",4,"Northeastern Interior Dry-Mesic Oak Forest","Early1:ALL","Early1","ALL",5828,4605406,1024217,40969,1296,0
"13030_62_B","13030_62","B",15,"Northeastern Interior Dry-Mesic Oak Forest","Mid1:OPN","Mid1","OPN",1716,4605406,1024217,153633,382,0
"13030_62_C","13030_62","C",57,"Northeastern Interior Dry-Mesic Oak Forest","Mid2:OPN","Mid2","OPN",257509,4605406,1024217,583804,57269,6
"13030_62_D","13030_62","D",21,"Northeastern Interior Dry-Mesic Oak Forest","Late1:CLS","Late1","CLS",648114,4605406,1024217,215086,144137,14
"13030_62_E","13030_62","E",3,"Northeastern Interior Dry-Mesic Oak Forest","Late2:CLS","Late2","CLS",104213,4605406,1024217,30727,23176,2
"13030_62_Agriculture","13030_62","Agriculture",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,1265252,4605406,1024217,0,281385,27
"13030_62_Urban","13030_62","Urban",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,1730095,4605406,1024217,0,384764,38
"13030_62_Water","13030_62","Water",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,NA,4605406,1024217,0,NA,NA
"13030_62_UN","13030_62","UN",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,7014,4605406,1024217,0,1560,0
"13030_62_UE","13030_62","UE",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,585665,4605406,1024217,0,130249,13
"13100_41_62_A","13100_41_62","A",5,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Early1:ALL","Early1","ALL",297,280910,62473,3124,66,0
"13100_41_62_B","13100_41_62","B",18,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",34,280910,62473,11245,8,0
"13100_41_62_C","13100_41_62","C",27,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",9010,280910,62473,16868,2004,3
"13100_41_62_D","13100_41_62","D",45,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid3:CLS","Mid3","CLS",41731,280910,62473,28113,9281,15
"13100_41_62_E","13100_41_62","E",5,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late1:CLS","Late1","CLS",1515,280910,62473,3124,337,1
"13100_41_62_Agriculture","13100_41_62","Agriculture",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,167036,280910,62473,0,37148,59
"13100_41_62_Urban","13100_41_62","Urban",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,45812,280910,62473,0,10188,16
"13100_41_62_Water","13100_41_62","Water",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,NA,280910,62473,0,NA,NA
"13100_41_62_UN","13100_41_62","UN",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,70,280910,62473,0,16,0
"13100_41_62_UE","13100_41_62","UE",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,15405,280910,62473,0,3426,5
"13100_44_50_A","13100_44_50","A",3,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Early1:ALL","Early1","ALL",4603,882965,196367,5891,1024,1
"13100_44_50_B","13100_44_50","B",12,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",15,882965,196367,23564,3,0
"13100_44_50_C","13100_44_50","C",20,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",28208,882965,196367,39273,6273,3
"13100_44_50_D","13100_44_50","D",57,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid3:CLS","Mid3","CLS",74682,882965,196367,111929,16609,8
"13100_44_50_E","13100_44_50","E",8,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late2:CLS","Late2","CLS",1376,882965,196367,15709,306,0
"13100_44_50_Agriculture","13100_44_50","Agriculture",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,365752,882965,196367,0,81341,41
"13100_44_50_Urban","13100_44_50","Urban",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,349817,882965,196367,0,77797,40
"13100_44_50_Water","13100_44_50","Water",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,NA,882965,196367,0,NA,NA
"13100_44_50_UN","13100_44_50","UN",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,416,882965,196367,0,93,0
"13100_44_50_UE","13100_44_50","UE",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,58096,882965,196367,0,12920,7
"13100_49_A","13100_49","A",5,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Early1:ALL","Early1","ALL",19657,1930119,429248,21462,4372,1
"13100_49_B","13100_49","B",12,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",6,1930119,429248,51510,1,0
"13100_49_C","13100_49","C",13,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",67845,1930119,429248,55802,15088,4
"13100_49_D","13100_49","D",65,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid3:CLS","Mid3","CLS",232569,1930119,429248,279011,51722,12
"13100_49_E","13100_49","E",5,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late1:CLS","Late1","CLS",2440,1930119,429248,21462,543,0
"13100_49_Agriculture","13100_49","Agriculture",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,465580,1930119,429248,0,103542,24
"13100_49_Urban","13100_49","Urban",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,1006584,1930119,429248,0,223859,52
"13100_49_Water","13100_49","Water",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,NA,1930119,429248,0,NA,NA
"13100_49_UN","13100_49","UN",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,834,1930119,429248,0,185,0
"13100_49_UE","13100_49","UE",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,134604,1930119,429248,0,29935,7
"13100_51_A","13100_51","A",3,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Early1:ALL","Early1","ALL",21145,8828702,1963455,58904,4703,0
"13100_51_B","13100_51","B",7,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",156,8828702,1963455,137442,35,0
"13100_51_C","13100_51","C",27,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",467821,8828702,1963455,530133,104041,5
"13100_51_D","13100_51","D",61,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late1:OPN","Late1","OPN",1075129,8828702,1963455,1197707,239103,12
"13100_51_E","13100_51","E",2,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late2:CLS","Late2","CLS",24174,8828702,1963455,39269,5376,0
"13100_51_Agriculture","13100_51","Agriculture",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,4495052,8828702,1963455,0,999675,51
"13100_51_Urban","13100_51","Urban",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,2074151,8828702,1963455,0,461280,23
"13100_51_Water","13100_51","Water",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,NA,8828702,1963455,0,NA,NA
"13100_51_UN","13100_51","UN",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,6373,8828702,1963455,0,1417,0
"13100_51_UE","13100_51","UE",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,664701,8828702,1963455,0,147826,8
"13100_52_A","13100_52","A",6,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Early1:ALL","Early1","ALL",5530,4762961,1059256,63555,1230,0
"13100_52_B","13100_52","B",12,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",35,4762961,1059256,127111,8,0
"13100_52_C","13100_52","C",13,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",69503,4762961,1059256,137703,15457,1
"13100_52_D","13100_52","D",64,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid3:CLS","Mid3","CLS",252368,4762961,1059256,677924,56125,5
"13100_52_E","13100_52","E",5,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late1:CLS","Late1","CLS",1959,4762961,1059256,52963,436,0
"13100_52_Agriculture","13100_52","Agriculture",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,3226264,4762961,1059256,0,717503,68
"13100_52_Urban","13100_52","Urban",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,933174,4762961,1059256,0,207533,20
"13100_52_Water","13100_52","Water",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,NA,4762961,1059256,0,NA,NA
"13100_52_UN","13100_52","UN",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,562,4762961,1059256,0,125,0
"13100_52_UE","13100_52","UE",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,273566,4762961,1059256,0,60840,6
"13110_49_A","13110_49","A",3,"North-Central Interior Dry Oak Forest and Woodland","Early1:ALL","Early1","ALL",522,72184,16053,482,116,1
"13110_49_B","13110_49","B",8,"North-Central Interior Dry Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",2,72184,16053,1284,0,0
"13110_49_C","13110_49","C",38,"North-Central Interior Dry Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",5869,72184,16053,6100,1305,8
"13110_49_D","13110_49","D",47,"North-Central Interior Dry Oak Forest and Woodland","Late1:OPN","Late1","OPN",20147,72184,16053,7545,4481,28
"13110_49_E","13110_49","E",4,"North-Central Interior Dry Oak Forest and Woodland","Late2:CLS","Late2","CLS",247,72184,16053,642,55,0
"13110_49_Agriculture","13110_49","Agriculture",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,21320,72184,16053,0,4741,30
"13110_49_Urban","13110_49","Urban",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,15610,72184,16053,0,3472,22
"13110_49_Water","13110_49","Water",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,NA,72184,16053,0,NA,NA
"13110_49_UN","13110_49","UN",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,47,72184,16053,0,10,0
"13110_49_UE","13110_49","UE",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,8420,72184,16053,0,1873,12
"13110_50_A","13110_50","A",4,"North-Central Interior Dry Oak Forest and Woodland","Early1:ALL","Early1","ALL",1070,120189,26729,1069,238,1
"13110_50_B","13110_50","B",26,"North-Central Interior Dry Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",181,120189,26729,6950,40,0
"13110_50_C","13110_50","C",36,"North-Central Interior Dry Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",13776,120189,26729,9623,3064,11
"13110_50_D","13110_50","D",29,"North-Central Interior Dry Oak Forest and Woodland","Late1:CLS","Late1","CLS",35,120189,26729,7752,8,0
"13110_50_E","13110_50","E",5,"North-Central Interior Dry Oak Forest and Woodland","Late2:CLS","Late2","CLS",23331,120189,26729,1336,5189,19
"13110_50_Agriculture","13110_50","Agriculture",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,49096,120189,26729,0,10919,41
"13110_50_Urban","13110_50","Urban",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,17786,120189,26729,0,3956,15
"13110_50_Water","13110_50","Water",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,NA,120189,26729,0,NA,NA
"13110_50_UN","13110_50","UN",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,176,120189,26729,0,39,0
"13110_50_UE","13110_50","UE",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,14738,120189,26729,0,3278,12
"13110_51_A","13110_51","A",3,"North-Central Interior Dry Oak Forest and Woodland","Early1:ALL","Early1","ALL",8241,3229608,718247,21547,1833,0
"13110_51_B","13110_51","B",9,"North-Central Interior Dry Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",2870,3229608,718247,64642,638,0
"13110_51_C","13110_51","C",50,"North-Central Interior Dry Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",201192,3229608,718247,359124,44744,6
"13110_51_D","13110_51","D",34,"North-Central Interior Dry Oak Forest and Woodland","Late1:OPN","Late1","OPN",549732,3229608,718247,244204,122257,17
"13110_51_E","13110_51","E",4,"North-Central Interior Dry Oak Forest and Woodland","Late2:CLS","Late2","CLS",8162,3229608,718247,28730,1815,0
"13110_51_Agriculture","13110_51","Agriculture",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,1480641,3229608,718247,0,329286,46
"13110_51_Urban","13110_51","Urban",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,667109,3229608,718247,0,148361,21
"13110_51_Water","13110_51","Water",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,NA,3229608,718247,0,NA,NA
"13110_51_UN","13110_51","UN",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,15,3229608,718247,0,3,0
"13110_51_UE","13110_51","UE",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,311646,3229608,718247,0,69308,10
"13110_52_A","13110_52","A",3,"North-Central Interior Dry Oak Forest and Woodland","Early1:ALL","Early1","ALL",648,708459,157557,4727,144,0
"13110_52_B","13110_52","B",8,"North-Central Interior Dry Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",4,708459,157557,12605,1,0
"13110_52_C","13110_52","C",38,"North-Central Interior Dry Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",14528,708459,157557,59872,3231,2
"13110_52_D","13110_52","D",48,"North-Central Interior Dry Oak Forest and Woodland","Late1:OPN","Late1","OPN",63454,708459,157557,75628,14112,9
"13110_52_E","13110_52","E",3,"North-Central Interior Dry Oak Forest and Woodland","Late2:CLS","Late2","CLS",515,708459,157557,4727,115,0
"13110_52_Agriculture","13110_52","Agriculture",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,428179,708459,157557,0,95225,60
"13110_52_Urban","13110_52","Urban",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,139146,708459,157557,0,30945,20
"13110_52_Water","13110_52","Water",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,NA,708459,157557,0,NA,NA
"13110_52_UN","13110_52","UN",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,33,708459,157557,0,7,0
"13110_52_UE","13110_52","UE",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,61952,708459,157557,0,13778,9
"13130_47_50_51_A","13130_47_50_51","A",8,"North-Central Interior Beech-Maple Forest","Early1:ALL","Early1","ALL",83735,31629209,7034162,562733,18622,0
"13130_47_50_51_B","13130_47_50_51","B",9,"North-Central Interior Beech-Maple Forest","Mid1:ALL","Mid1","ALL",8585,31629209,7034162,633075,1909,0
"13130_47_50_51_C","13130_47_50_51","C",14,"North-Central Interior Beech-Maple Forest","Mid2:CLS","Mid2","CLS",3052727,31629209,7034162,984783,678910,10
"13130_47_50_51_D","13130_47_50_51","D",69,"North-Central Interior Beech-Maple Forest","Late1:CLS","Late1","CLS",3714,31629209,7034162,4853572,826,0
"13130_47_50_51_E","13130_47_50_51","E",NA,"North-Central Interior Beech-Maple Forest",NA,NA,NA,NA,31629209,7034162,NA,NA,NA
"13130_47_50_51_Agriculture","13130_47_50_51","Agriculture",0,"North-Central Interior Beech-Maple Forest",NA,NA,NA,19156826,31629209,7034162,0,4260373,61
"13130_47_50_51_Urban","13130_47_50_51","Urban",0,"North-Central Interior Beech-Maple Forest",NA,NA,NA,7156763,31629209,7034162,0,1591625,23
"13130_47_50_51_Water","13130_47_50_51","Water",0,"North-Central Interior Beech-Maple Forest",NA,NA,NA,NA,31629209,7034162,0,NA,NA
"13130_47_50_51_UN","13130_47_50_51","UN",0,"North-Central Interior Beech-Maple Forest",NA,NA,NA,NA,31629209,7034162,0,NA,NA
"13130_47_50_51_UE","13130_47_50_51","UE",0,"North-Central Interior Beech-Maple Forest",NA,NA,NA,2166859,31629209,7034162,0,481898,7
"13130_49_52_62_A","13130_49_52_62","A",8,"North-Central Interior Beech-Maple Forest","Early1:ALL","Early1","ALL",2960,18950162,4214412,337153,658,0
"13130_49_52_62_B","13130_49_52_62","B",8,"North-Central Interior Beech-Maple Forest","Mid1:ALL","Mid1","ALL",38543,18950162,4214412,337153,8572,0
"13130_49_52_62_C","13130_49_52_62","C",14,"North-Central Interior Beech-Maple Forest","Mid2:CLS","Mid2","CLS",1609680,18950162,4214412,590018,357984,8
"13130_49_52_62_D","13130_49_52_62","D",70,"North-Central Interior Beech-Maple Forest","Late1:CLS","Late1","CLS",123279,18950162,4214412,2950088,27417,1
"13130_49_52_62_E","13130_49_52_62","E",NA,"North-Central Interior Beech-Maple Forest",NA,NA,NA,NA,18950162,4214412,NA,NA,NA
"13130_49_52_62_Agriculture","13130_49_52_62","Agriculture",0,"North-Central Interior Beech-Maple Forest",NA,NA,NA,12905685,18950162,4214412,0,2870153,68
"13130_49_52_62_Urban","13130_49_52_62","Urban",0,"North-Central Interior Beech-Maple Forest",NA,NA,NA,3136006,18950162,4214412,0,697430,17
"13130_49_52_62_Water","13130_49_52_62","Water",0,"North-Central Interior Beech-Maple Forest",NA,NA,NA,NA,18950162,4214412,0,NA,NA
"13130_49_52_62_UN","13130_49_52_62","UN",0,"North-Central Interior Beech-Maple Forest",NA,NA,NA,23134,18950162,4214412,0,5145,0
"13130_49_52_62_UE","13130_49_52_62","UE",0,"North-Central Interior Beech-Maple Forest",NA,NA,NA,1110875,18950162,4214412,0,247052,6
"13140_38_39_40_41_42_43_44_50_A","13140_38_39_40_41_42_43_44_50","A",8,"North-Central Interior Maple-Basswood Forest","Early1:ALL","Early1","ALL",5,2085674,463842,37107,1,0
"13140_38_39_40_41_42_43_44_50_B","13140_38_39_40_41_42_43_44_50","B",9,"North-Central Interior Maple-Basswood Forest","Mid1:ALL","Mid1","ALL",1005,2085674,463842,41746,224,0
"13140_38_39_40_41_42_43_44_50_C","13140_38_39_40_41_42_43_44_50","C",14,"North-Central Interior Maple-Basswood Forest","Mid2:CLS","Mid2","CLS",160160,2085674,463842,64938,35619,8
"13140_38_39_40_41_42_43_44_50_D","13140_38_39_40_41_42_43_44_50","D",69,"North-Central Interior Maple-Basswood Forest","Late1:CLS","Late1","CLS",NA,2085674,463842,320051,NA,NA
"13140_38_39_40_41_42_43_44_50_E","13140_38_39_40_41_42_43_44_50","E",NA,"North-Central Interior Maple-Basswood Forest",NA,NA,NA,NA,2085674,463842,NA,NA,NA
"13140_38_39_40_41_42_43_44_50_Agriculture","13140_38_39_40_41_42_43_44_50","Agriculture",0,"North-Central Interior Maple-Basswood Forest",NA,NA,NA,1037259,2085674,463842,0,230681,50
"13140_38_39_40_41_42_43_44_50_Urban","13140_38_39_40_41_42_43_44_50","Urban",0,"North-Central Interior Maple-Basswood Forest",NA,NA,NA,581214,2085674,463842,0,129259,28
