"join_field","model_code","ref_label","ref_percent","bps_name","state_class_id","age_category","canopy_category","cur_scls_count","bps_count","bps_acres","ref_scls_acres","cur_scls_acres","cur_percent"
"14750_41_50_51_63_64_65_66_UN","14750_41_50_51_63_64_65_66","UN",0,"Laurentian-Acadian Floodplain Systems",NA,NA,NA,1662245,4549314,1011742,0,369674,37
"14750_41_50_51_63_64_65_66_UE","14750_41_50_51_63_64_65_66","UE",0,"Laurentian-Acadian Floodplain Systems",NA,NA,NA,229040,4549314,1011742,0,50937,5
"14770_40_41_50_51_A","14770_40_41_50_51","A",14,"Boreal Acidic Peatland Systems","Early1:ALL","Early1","ALL",429145,12745875,2834612,396846,95439,3
"14770_40_41_50_51_B","14770_40_41_50_51","B",16,"Boreal Acidic Peatland Systems","Mid1:OPN","Mid1","OPN",458792,12745875,2834612,453538,102033,4
"14770_40_41_50_51_C","14770_40_41_50_51","C",38,"Boreal Acidic Peatland Systems","Late1:CLS","Late1","CLS",3381197,12745875,2834612,1077153,751960,27
"14770_40_41_50_51_D","14770_40_41_50_51","D",23,"Boreal Acidic Peatland Systems","Late2:ALL","Late2","ALL",7715844,12745875,2834612,651961,1715961,61
"14770_40_41_50_51_E","14770_40_41_50_51","E",9,"Boreal Acidic Peatland Systems","Late3:OPN","Late3","OPN",5396,12745875,2834612,255115,1200,0
"14770_40_41_50_51_Agriculture","14770_40_41_50_51","Agriculture",0,"Boreal Acidic Peatland Systems",NA,NA,NA,120757,12745875,2834612,0,26856,1
"14770_40_41_50_51_Urban","14770_40_41_50_51","Urban",0,"Boreal Acidic Peatland Systems",NA,NA,NA,183331,12745875,2834612,0,40772,1
"14770_40_41_50_51_Water","14770_40_41_50_51","Water",0,"Boreal Acidic Peatland Systems",NA,NA,NA,NA,12745875,2834612,0,NA,NA
"14770_40_41_50_51_UN","14770_40_41_50_51","UN",0,"Boreal Acidic Peatland Systems",NA,NA,NA,258339,12745875,2834612,0,57453,2
"14770_40_41_50_51_UE","14770_40_41_50_51","UE",0,"Boreal Acidic Peatland Systems",NA,NA,NA,193074,12745875,2834612,0,42939,2
"14770_63_64_65_66_A","14770_63_64_65_66","A",13,"Boreal Acidic Peatland Systems","Early1:ALL","Early1","ALL",5320,245119,54513,7087,1183,2
"14770_63_64_65_66_B","14770_63_64_65_66","B",16,"Boreal Acidic Peatland Systems","Mid1:OPN","Mid1","OPN",4688,245119,54513,8722,1043,2
"14770_63_64_65_66_C","14770_63_64_65_66","C",39,"Boreal Acidic Peatland Systems","Late1:CLS","Late1","CLS",21785,245119,54513,21260,4845,9
"14770_63_64_65_66_D","14770_63_64_65_66","D",25,"Boreal Acidic Peatland Systems","Late2:ALL","Late2","ALL",100006,245119,54513,13628,22241,41
"14770_63_64_65_66_E","14770_63_64_65_66","E",7,"Boreal Acidic Peatland Systems","Late3:OPN","Late3","OPN",27,245119,54513,3816,6,0
"14770_63_64_65_66_Agriculture","14770_63_64_65_66","Agriculture",0,"Boreal Acidic Peatland Systems",NA,NA,NA,12432,245119,54513,0,2765,5
"14770_63_64_65_66_Urban","14770_63_64_65_66","Urban",0,"Boreal Acidic Peatland Systems",NA,NA,NA,9377,245119,54513,0,2085,4
"14770_63_64_65_66_Water","14770_63_64_65_66","Water",0,"Boreal Acidic Peatland Systems",NA,NA,NA,NA,245119,54513,0,NA,NA
"14770_63_64_65_66_UN","14770_63_64_65_66","UN",0,"Boreal Acidic Peatland Systems",NA,NA,NA,64521,245119,54513,0,14349,26
"14770_63_64_65_66_UE","14770_63_64_65_66","UE",0,"Boreal Acidic Peatland Systems",NA,NA,NA,26963,245119,54513,0,5996,11
"14790_41_42_47_48_50_51_53_A","14790_41_42_47_48_50_51_53","A",24,"Central Interior and Appalachian Swamp Systems","Early1:ALL","Early1","ALL",91974,3398569,755823,181398,20455,3
"14790_41_42_47_48_50_51_53_B","14790_41_42_47_48_50_51_53","B",36,"Central Interior and Appalachian Swamp Systems","Mid1:CLS","Mid1","CLS",16027,3398569,755823,272096,3564,0
"14790_41_42_47_48_50_51_53_C","14790_41_42_47_48_50_51_53","C",40,"Central Interior and Appalachian Swamp Systems","Late1:CLS","Late1","CLS",2559288,3398569,755823,302329,569172,75
"14790_41_42_47_48_50_51_53_D","14790_41_42_47_48_50_51_53","D",NA,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,3398569,755823,NA,NA,NA
"14790_41_42_47_48_50_51_53_E","14790_41_42_47_48_50_51_53","E",NA,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,3398569,755823,NA,NA,NA
"14790_41_42_47_48_50_51_53_Agriculture","14790_41_42_47_48_50_51_53","Agriculture",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,215386,3398569,755823,0,47901,6
"14790_41_42_47_48_50_51_53_Urban","14790_41_42_47_48_50_51_53","Urban",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,86459,3398569,755823,0,19228,3
"14790_41_42_47_48_50_51_53_Water","14790_41_42_47_48_50_51_53","Water",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,3398569,755823,0,NA,NA
"14790_41_42_47_48_50_51_53_UN","14790_41_42_47_48_50_51_53","UN",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,197394,3398569,755823,0,43899,6
"14790_41_42_47_48_50_51_53_UE","14790_41_42_47_48_50_51_53","UE",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,232041,3398569,755823,0,51605,7
"14790_52_62_A","14790_52_62","A",15,"Central Interior and Appalachian Swamp Systems","Early1:ALL","Early1","ALL",3575,4696255,1044421,156663,795,0
"14790_52_62_B","14790_52_62","B",21,"Central Interior and Appalachian Swamp Systems","Mid1:CLS","Mid1","CLS",3214,4696255,1044421,219328,715,0
"14790_52_62_C","14790_52_62","C",64,"Central Interior and Appalachian Swamp Systems","Late1:CLS","Late1","CLS",294528,4696255,1044421,668430,65501,6
"14790_52_62_D","14790_52_62","D",NA,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,4696255,1044421,NA,NA,NA
"14790_52_62_E","14790_52_62","E",NA,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,4696255,1044421,NA,NA,NA
"14790_52_62_Agriculture","14790_52_62","Agriculture",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,3699126,4696255,1044421,0,822665,79
"14790_52_62_Urban","14790_52_62","Urban",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,506643,4696255,1044421,0,112675,11
"14790_52_62_Water","14790_52_62","Water",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,4696255,1044421,0,NA,NA
"14790_52_62_UN","14790_52_62","UN",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,14888,4696255,1044421,0,3311,0
"14790_52_62_UE","14790_52_62","UE",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,174281,4696255,1044421,0,38759,4
"14790_60_61_63_64_65_66_A","14790_60_61_63_64_65_66","A",24,"Central Interior and Appalachian Swamp Systems","Early1:ALL","Early1","ALL",816,4979948,1107513,265803,181,0
"14790_60_61_63_64_65_66_B","14790_60_61_63_64_65_66","B",36,"Central Interior and Appalachian Swamp Systems","Mid1:CLS","Mid1","CLS",239909,4979948,1107513,398705,53354,5
"14790_60_61_63_64_65_66_C","14790_60_61_63_64_65_66","C",40,"Central Interior and Appalachian Swamp Systems","Late1:CLS","Late1","CLS",2023948,4979948,1107513,443005,450115,41
"14790_60_61_63_64_65_66_D","14790_60_61_63_64_65_66","D",NA,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,4979948,1107513,NA,NA,NA
"14790_60_61_63_64_65_66_E","14790_60_61_63_64_65_66","E",NA,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,4979948,1107513,NA,NA,NA
"14790_60_61_63_64_65_66_Agriculture","14790_60_61_63_64_65_66","Agriculture",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,1364269,4979948,1107513,0,303406,27
"14790_60_61_63_64_65_66_Urban","14790_60_61_63_64_65_66","Urban",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,652943,4979948,1107513,0,145211,13
"14790_60_61_63_64_65_66_Water","14790_60_61_63_64_65_66","Water",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,4979948,1107513,0,NA,NA
"14790_60_61_63_64_65_66_UN","14790_60_61_63_64_65_66","UN",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,113379,4979948,1107513,0,25215,2
"14790_60_61_63_64_65_66_UE","14790_60_61_63_64_65_66","UE",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,584684,4979948,1107513,0,130031,12
"14810_41_50_51_63_A","14810_41_50_51_63","A",14,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Early1:ALL","Early1","ALL",1068811,21280342,4732631,662568,237698,5
"14810_41_50_51_63_B","14810_41_50_51_63","B",11,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Early2:CLS","Early2","CLS",565910,21280342,4732631,520589,125855,3
"14810_41_50_51_63_C","14810_41_50_51_63","C",21,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Mid1:CLS","Mid1","CLS",3745662,21280342,4732631,993853,833015,18
"14810_41_50_51_63_D","14810_41_50_51_63","D",54,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Late1:CLS","Late1","CLS",14739883,21280342,4732631,2555621,3278069,69
"14810_41_50_51_63_E","14810_41_50_51_63","E",NA,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",NA,NA,NA,NA,21280342,4732631,NA,NA,NA
"14810_41_50_51_63_Agriculture","14810_41_50_51_63","Agriculture",0,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",NA,NA,NA,524102,21280342,4732631,0,116557,2
"14810_41_50_51_63_Urban","14810_41_50_51_63","Urban",0,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",NA,NA,NA,283832,21280342,4732631,0,63123,1
"14810_41_50_51_63_Water","14810_41_50_51_63","Water",0,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",NA,NA,NA,NA,21280342,4732631,0,NA,NA
"14810_41_50_51_63_UN","14810_41_50_51_63","UN",0,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",NA,NA,NA,NA,21280342,4732631,0,NA,NA
"14810_41_50_51_63_UE","14810_41_50_51_63","UE",0,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",NA,NA,NA,352142,21280342,4732631,0,78314,2
"14920_41_50_51_52_63_A","14920_41_50_51_52_63","A",22,"Great Lakes Coastal Marsh Systems","Early1:ALL","Early1","ALL",1299,1091806,242812,53419,289,0
"14920_41_50_51_52_63_B","14920_41_50_51_52_63","B",22,"Great Lakes Coastal Marsh Systems","Early2:ALL","Early2","ALL",77783,1091806,242812,53419,17299,7
"14920_41_50_51_52_63_C","14920_41_50_51_52_63","C",56,"Great Lakes Coastal Marsh Systems","Mid1:CLS","Mid1","CLS",10348,1091806,242812,135975,2301,1
"14920_41_50_51_52_63_D","14920_41_50_51_52_63","D",NA,"Great Lakes Coastal Marsh Systems",NA,NA,NA,NA,1091806,242812,NA,NA,NA
"14920_41_50_51_52_63_E","14920_41_50_51_52_63","E",NA,"Great Lakes Coastal Marsh Systems",NA,NA,NA,NA,1091806,242812,NA,NA,NA
"14920_41_50_51_52_63_Agriculture","14920_41_50_51_52_63","Agriculture",0,"Great Lakes Coastal Marsh Systems",NA,NA,NA,350317,1091806,242812,0,77909,32
"14920_41_50_51_52_63_Urban","14920_41_50_51_52_63","Urban",0,"Great Lakes Coastal Marsh Systems",NA,NA,NA,153850,1091806,242812,0,34215,14
"14920_41_50_51_52_63_Water","14920_41_50_51_52_63","Water",0,"Great Lakes Coastal Marsh Systems",NA,NA,NA,NA,1091806,242812,0,NA,NA
"14920_41_50_51_52_63_UN","14920_41_50_51_52_63","UN",0,"Great Lakes Coastal Marsh Systems",NA,NA,NA,341503,1091806,242812,0,75948,31
"14920_41_50_51_52_63_UE","14920_41_50_51_52_63","UE",0,"Great Lakes Coastal Marsh Systems",NA,NA,NA,156706,1091806,242812,0,34851,14
"14930_41_42_44_50_A","14930_41_42_44_50","A",8,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Early1:OPN","Early1","OPN",61,375797,83575,6686,14,0
"14930_41_42_44_50_B","14930_41_42_44_50","B",60,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Late1:OPN","Late1","OPN",1670,375797,83575,50145,371,0
"14930_41_42_44_50_C","14930_41_42_44_50","C",28,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Late2:CLS","Late2","CLS",98,375797,83575,23401,22,0
"14930_41_42_44_50_D","14930_41_42_44_50","D",4,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Late3:CLS","Late3","CLS",48048,375797,83575,3343,10686,13
"14930_41_42_44_50_E","14930_41_42_44_50","E",NA,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",NA,NA,NA,NA,375797,83575,NA,NA,NA
"14930_41_42_44_50_Agriculture","14930_41_42_44_50","Agriculture",0,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",NA,NA,NA,30111,375797,83575,0,6697,8
"14930_41_42_44_50_Urban","14930_41_42_44_50","Urban",0,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",NA,NA,NA,4356,375797,83575,0,969,1
"14930_41_42_44_50_Water","14930_41_42_44_50","Water",0,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",NA,NA,NA,NA,375797,83575,0,NA,NA
"14930_41_42_44_50_UN","14930_41_42_44_50","UN",0,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",NA,NA,NA,275278,375797,83575,0,61220,73
"14930_41_42_44_50_UE","14930_41_42_44_50","UE",0,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",NA,NA,NA,16175,375797,83575,0,3597,4
"14930_52_62_A","14930_52_62","A",8,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Early1:OPN","Early1","OPN",6,251954,56033,4483,1,0
"14930_52_62_B","14930_52_62","B",59,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Late1:OPN","Late1","OPN",489,251954,56033,33060,109,0
"14930_52_62_C","14930_52_62","C",30,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Late2:CLS","Late2","CLS",28,251954,56033,16810,6,0
"14930_52_62_D","14930_52_62","D",3,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Late3:CLS","Late3","CLS",58064,251954,56033,1681,12913,23
"14930_52_62_E","14930_52_62","E",NA,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",NA,NA,NA,NA,251954,56033,NA,NA,NA
"14930_52_62_Agriculture","14930_52_62","Agriculture",0,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",NA,NA,NA,119948,251954,56033,0,26676,48
"14930_52_62_Urban","14930_52_62","Urban",0,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",NA,NA,NA,24435,251954,56033,0,5434,10
"14930_52_62_Water","14930_52_62","Water",0,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",NA,NA,NA,NA,251954,56033,0,NA,NA
"14930_52_62_UN","14930_52_62","UN",0,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",NA,NA,NA,20304,251954,56033,0,4515,8
"14930_52_62_UE","14930_52_62","UE",0,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",NA,NA,NA,28680,251954,56033,0,6378,11
"14940_41_50_51_A","14940_41_50_51","A",8,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Early1:OPN","Early1","OPN",136,576915,128303,10264,30,0
"14940_41_50_51_B","14940_41_50_51","B",56,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Late1:OPN","Late1","OPN",28723,576915,128303,71850,6388,5
"14940_41_50_51_C","14940_41_50_51","C",31,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Late2:CLS","Late2","CLS",959,576915,128303,39774,213,0
"14940_41_50_51_D","14940_41_50_51","D",5,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Late3:CLS","Late3","CLS",244880,576915,128303,6415,54460,42
"14940_41_50_51_E","14940_41_50_51","E",NA,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,NA,576915,128303,NA,NA,NA
"14940_41_50_51_Agriculture","14940_41_50_51","Agriculture",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,40199,576915,128303,0,8940,7
"14940_41_50_51_Urban","14940_41_50_51","Urban",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,9243,576915,128303,0,2056,2
"14940_41_50_51_Water","14940_41_50_51","Water",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,NA,576915,128303,0,NA,NA
"14940_41_50_51_UN","14940_41_50_51","UN",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,234385,576915,128303,0,52126,41
"14940_41_50_51_UE","14940_41_50_51","UE",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,18390,576915,128303,0,4090,3
"14940_63_65_66_A","14940_63_65_66","A",47,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Early1:OPN","Early1","OPN",1,225421,50132,23562,0,0
"14940_63_65_66_B","14940_63_65_66","B",29,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Mid1:OPN","Mid1","OPN",17790,225421,50132,14538,3956,8
"14940_63_65_66_C","14940_63_65_66","C",11,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Late1:OPN","Late1","OPN",491,225421,50132,5515,109,0
"14940_63_65_66_D","14940_63_65_66","D",13,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Late2:CLS","Late2","CLS",9913,225421,50132,6517,2205,4
"14940_63_65_66_E","14940_63_65_66","E",NA,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,NA,225421,50132,NA,NA,NA
"14940_63_65_66_Agriculture","14940_63_65_66","Agriculture",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,116210,225421,50132,0,25844,52
"14940_63_65_66_Urban","14940_63_65_66","Urban",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,29667,225421,50132,0,6598,13
"14940_63_65_66_Water","14940_63_65_66","Water",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,NA,225421,50132,0,NA,NA
"14940_63_65_66_UN","14940_63_65_66","UN",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,28814,225421,50132,0,6408,13
"14940_63_65_66_UE","14940_63_65_66","UE",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,22535,225421,50132,0,5012,10
"14940_64_A","14940_64","A",47,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Early1:OPN","Early1","OPN",NA,4180,930,437,NA,NA
"14940_64_B","14940_64","B",29,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Mid1:OPN","Mid1","OPN",91,4180,930,270,20,2
"14940_64_C","14940_64","C",11,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Late1:OPN","Late1","OPN",7,4180,930,102,2,0
"14940_64_D","14940_64","D",13,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Late2:CLS","Late2","CLS",719,4180,930,121,160,17
"14940_64_E","14940_64","E",NA,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,NA,4180,930,NA,NA,NA
"14940_64_Agriculture","14940_64","Agriculture",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,1924,4180,930,0,428,46
"14940_64_Urban","14940_64","Urban",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,572,4180,930,0,127,14
"14940_64_Water","14940_64","Water",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,NA,4180,930,0,NA,NA
"14940_64_UN","14940_64","UN",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,415,4180,930,0,92,10
"14940_64_UE","14940_64","UE",0,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",NA,NA,NA,452,4180,930,0,101,11
"15170_42_49_50_A","15170_42_49_50","A",32,"Paleozoic Plateau Bluff and Talus","Early1:ALL","Early1","ALL",NA,11,2,1,NA,NA
"15170_42_49_50_B","15170_42_49_50","B",9,"Paleozoic Plateau Bluff and Talus","Mid1:OPN","Mid1","OPN",NA,11,2,0,NA,NA
"15170_42_49_50_C","15170_42_49_50","C",39,"Paleozoic Plateau Bluff and Talus","Mid2:OPN","Mid2","OPN",NA,11,2,1,NA,NA
"15170_42_49_50_D","15170_42_49_50","D",9,"Paleozoic Plateau Bluff and Talus","Mid3:CLS","Mid3","CLS",NA,11,2,0,NA,NA
"15170_42_49_50_E","15170_42_49_50","E",11,"Paleozoic Plateau Bluff and Talus","Late1:CLS","Late1","CLS",NA,11,2,0,NA,NA
"15170_42_49_50_Agriculture","15170_42_49_50","Agriculture",0,"Paleozoic Plateau Bluff and Talus",NA,NA,NA,1,11,2,0,0,9
"15170_42_49_50_Urban","15170_42_49_50","Urban",0,"Paleozoic Plateau Bluff and Talus",NA,NA,NA,NA,11,2,0,NA,NA
"15170_42_49_50_Water","15170_42_49_50","Water",0,"Paleozoic Plateau Bluff and Talus",NA,NA,NA,NA,11,2,0,NA,NA
"15170_42_49_50_UN","15170_42_49_50","UN",0,"Paleozoic Plateau Bluff and Talus",NA,NA,NA,NA,11,2,0,NA,NA
"15170_42_49_50_UE","15170_42_49_50","UE",0,"Paleozoic Plateau Bluff and Talus",NA,NA,NA,10,11,2,0,2,91
"15180_43_47_49_52_62_63_64_65_A","15180_43_47_49_52_62_63_64_65","A",11,"North-Central Interior Wet Flatwoods","Early1:ALL","Early1","ALL",19032,2709045,602477,66272,4233,1
"15180_43_47_49_52_62_63_64_65_B","15180_43_47_49_52_62_63_64_65","B",16,"North-Central Interior Wet Flatwoods","Mid1:CLS","Mid1","CLS",506089,2709045,602477,96396,112551,19
"15180_43_47_49_52_62_63_64_65_C","15180_43_47_49_52_62_63_64_65","C",73,"North-Central Interior Wet Flatwoods","Late1:CLS","Late1","CLS",489,2709045,602477,439808,109,0
"15180_43_47_49_52_62_63_64_65_D","15180_43_47_49_52_62_63_64_65","D",NA,"North-Central Interior Wet Flatwoods",NA,NA,NA,NA,2709045,602477,NA,NA,NA
"15180_43_47_49_52_62_63_64_65_E","15180_43_47_49_52_62_63_64_65","E",NA,"North-Central Interior Wet Flatwoods",NA,NA,NA,NA,2709045,602477,NA,NA,NA
"15180_43_47_49_52_62_63_64_65_Agriculture","15180_43_47_49_52_62_63_64_65","Agriculture",0,"North-Central Interior Wet Flatwoods",NA,NA,NA,1436950,2709045,602477,0,319570,53
"15180_43_47_49_52_62_63_64_65_Urban","15180_43_47_49_52_62_63_64_65","Urban",0,"North-Central Interior Wet Flatwoods",NA,NA,NA,424638,2709045,602477,0,94437,16
"15180_43_47_49_52_62_63_64_65_Water","15180_43_47_49_52_62_63_64_65","Water",0,"North-Central Interior Wet Flatwoods",NA,NA,NA,NA,2709045,602477,0,NA,NA
"15180_43_47_49_52_62_63_64_65_UN","15180_43_47_49_52_62_63_64_65","UN",0,"North-Central Interior Wet Flatwoods",NA,NA,NA,93682,2709045,602477,0,20834,3
"15180_43_47_49_52_62_63_64_65_UE","15180_43_47_49_52_62_63_64_65","UE",0,"North-Central Interior Wet Flatwoods",NA,NA,NA,228165,2709045,602477,0,50743,8
"15260_64_65_66_A","15260_64_65_66","A",14,"Laurentian-Acadian Swamp Systems","Early1:ALL","Early1","ALL",1156,114890,25551,3577,257,1
"15260_64_65_66_B","15260_64_65_66","B",11,"Laurentian-Acadian Swamp Systems","Early2:CLS","Early2","CLS",7427,114890,25551,2811,1652,6
"15260_64_65_66_C","15260_64_65_66","C",21,"Laurentian-Acadian Swamp Systems","Mid1:CLS","Mid1","CLS",45044,114890,25551,5366,10018,39
"15260_64_65_66_D","15260_64_65_66","D",54,"Laurentian-Acadian Swamp Systems","Late1:CLS","Late1","CLS",NA,114890,25551,13797,NA,NA
"15260_64_65_66_E","15260_64_65_66","E",NA,"Laurentian-Acadian Swamp Systems",NA,NA,NA,NA,114890,25551,NA,NA,NA
"15260_64_65_66_Agriculture","15260_64_65_66","Agriculture",0,"Laurentian-Acadian Swamp Systems",NA,NA,NA,3070,114890,25551,0,683,3
"15260_64_65_66_Urban","15260_64_65_66","Urban",0,"Laurentian-Acadian Swamp Systems",NA,NA,NA,3262,114890,25551,0,725,3
"15260_64_65_66_Water","15260_64_65_66","Water",0,"Laurentian-Acadian Swamp Systems",NA,NA,NA,NA,114890,25551,0,NA,NA
"15260_64_65_66_UN","15260_64_65_66","UN",0,"Laurentian-Acadian Swamp Systems",NA,NA,NA,36874,114890,25551,0,8201,32
"15260_64_65_66_UE","15260_64_65_66","UE",0,"Laurentian-Acadian Swamp Systems",NA,NA,NA,18057,114890,25551,0,4016,16
"-1111_Fill-Not Mapped",NA,NA,NA,NA,NA,NA,NA,426,9376610,2085306,NA,95,0
"0_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,67658,9376610,2085306,NA,15047,1
"0_Water",NA,NA,NA,NA,NA,NA,NA,9050958,9376610,2085306,NA,2012883,97
"13020_63_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,10339,9376610,2085306,NA,2299,0
"13020_64_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,2536,9376610,2085306,NA,564,0
"13022_41_50_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,27441,9376610,2085306,NA,6103,0
"13023_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,12,9376610,2085306,NA,3,0
"13030_62_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,2812,9376610,2085306,NA,625,0
"13100_41_62_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,389,9376610,2085306,NA,87,0
"13100_44_50_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,761,9376610,2085306,NA,169,0
"13100_49_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,1005,9376610,2085306,NA,224,0
"13100_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,3425,9376610,2085306,NA,762,0
"13100_52_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,5243,9376610,2085306,NA,1166,0
"13110_49_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,118,9376610,2085306,NA,26,0
"13110_50_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,925,9376610,2085306,NA,206,0
"13110_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,1701,9376610,2085306,NA,378,0
"13110_52_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,656,9376610,2085306,NA,146,0
"13130_47_50_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,8889,9376610,2085306,NA,1977,0
"13130_49_52_62_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,9716,9376610,2085306,NA,2161,0
"13140_38_39_40_41_42_43_44_50_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,3530,9376610,2085306,NA,785,0
"13140_49_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,917,9376610,2085306,NA,204,0
"13440_41_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,19,9376610,2085306,NA,4,0
"13441_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,1740,9376610,2085306,NA,387,0
