OID_,Value,Count,Clip_bps_220,Clip_evt_230,BPS_MODEL,BPS_NAME,GROUPVEG,EVT_NAME,EVT_PHYS
6346,6346,111.000000000000000,1905,7970,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Orchard,Agricultural
6347,6347,194.000000000000000,1898,7905,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,Eastern Cool Temperate Urban Deciduous Forest,Developed
6348,6348,375.000000000000000,1897,7370,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,Appalachian Hemlock Forest,Conifer
6349,6349,1972.000000000000000,1902,7296,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Developed-Low Intensity,Developed-Low Intensity
6350,6350,11596.000000000000000,1902,7299,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Developed-Roads,Developed-Roads
6351,6351,349.000000000000000,1902,7906,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Evergreen Forest,Developed
6352,6352,2354.000000000000000,1902,7908,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Herbaceous,Developed
6353,6353,1011.000000000000000,1902,7297,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Developed-Medium Intensity,Developed-Medium Intensity
6354,6354,643.000000000000000,1902,7907,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Mixed Forest,Developed
6355,6355,545.000000000000000,1902,7926,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Cool Temperate Developed Evergreen Forest,Developed
6356,6356,210.000000000000000,1902,7925,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Cool Temperate Developed Deciduous Forest,Developed
6357,6357,957.000000000000000,1902,7909,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Shrubland,Developed
6358,6358,6244.000000000000000,1902,7370,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Appalachian Hemlock Forest,Conifer
6359,6359,653.000000000000000,1902,7927,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Cool Temperate Developed Mixed Forest,Developed
6360,6360,1076.000000000000000,1902,7481,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
6361,6361,8000.000000000000000,1902,9174,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,North-Central Appalachian Acidic Swamp,Riparian
6362,6362,235.000000000000000,1902,7929,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Cool Temperate Developed Herbaceous,Developed
6363,6363,4566.000000000000000,1902,9120,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Laurentian-Acadian Wet Meadow,Riparian
6364,6364,25889.000000000000000,1902,7974,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Cool Temperate Row Crop,Agricultural
6365,6365,8882.000000000000000,1902,7975,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Cool Temperate Close Grown Crop,Agricultural
6366,6366,696.000000000000000,1902,7905,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Deciduous Forest,Developed
6367,6367,95.000000000000000,1902,7302,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood
6368,6368,14891.000000000000000,1902,9060,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Central Appalachian Stream and Riparian Woodland,Riparian
6369,6369,947.000000000000000,1902,9114,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Laurentian-Acadian Alkaline Fen,Riparian
6370,6370,1742.000000000000000,1902,9817,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Northern & Central Ruderal Meadow,Exotic Herbaceous
6371,6371,291.000000000000000,1902,9176,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,North-Central Appalachian Seepage Fen,Riparian
6372,6372,436.000000000000000,1902,9117,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Laurentian-Acadian Floodplain Forest,Riparian
6373,6373,149.000000000000000,1902,7928,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Cool Temperate Developed Shrubland,Developed
6374,6374,24.000000000000000,1902,9617,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Laurentian-Acadian Floodplain Shrubland,Riparian
6375,6375,27.000000000000000,1902,9185,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Northern Appalachian-Acadian Conifer-Hardwood Acidic Swamp,Riparian
6376,6376,13465.000000000000000,1902,9177,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
6377,6377,835.000000000000000,1902,9620,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Laurentian-Acadian Shrub Swamp,Riparian
6378,6378,4790.000000000000000,1902,9312,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Northeastern North American Temperate Forest Plantation,Conifer
6379,6379,1374.000000000000000,1902,9677,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian
6380,6380,1771.000000000000000,1902,9560,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Central Appalachian Stream and Riparian Shrubland,Riparian
6381,6381,1157.000000000000000,1902,9317,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
6382,6382,18118.000000000000000,1902,9178,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,North-Central Interior and Appalachian Rich Swamp,Riparian
6383,6383,303.000000000000000,1902,7298,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Developed-High Intensity,Developed-High Intensity
6384,6384,2491.000000000000000,1902,9118,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Laurentian-Acadian Freshwater Marsh,Riparian
6385,6385,2.000000000000000,1893,7240,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Laurentian-Acadian Hardwood Forest,Hardwood
6386,6386,3564.000000000000000,1902,7976,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
6387,6387,905.000000000000000,1898,7977,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,Eastern Cool Temperate Pasture and Hayland,Agricultural
6388,6388,1.000000000000000,1902,7241,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood
6389,6389,4720.000000000000000,1902,7512,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Appalachian (Hemlock)-Northern Hardwood Forest,Conifer-Hardwood
6390,6390,239.000000000000000,1582,7906,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Urban Evergreen Forest,Developed
6391,6391,3758.000000000000000,1582,7296,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Developed-Low Intensity,Developed-Low Intensity
6392,6392,165.000000000000000,1582,7928,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Developed Shrubland,Developed
6393,6393,227.000000000000000,1584,9177,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
6394,6394,882.000000000000000,1582,9317,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
6395,6395,9.000000000000000,1575,9679,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior Floodplain Shrubland,Riparian
6396,6396,37.000000000000000,31,9064,0,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,Central Interior Acidic Cliff and Talus,Sparsely Vegetated
6397,6397,96.000000000000000,1582,7973,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
6398,6398,5955.000000000000000,1582,9312,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Northeastern North American Temperate Forest Plantation,Conifer
6399,6399,1.000000000000000,1583,7972,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Bush fruit and berries,Agricultural
6400,6400,965.000000000000000,1582,7362,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer
6401,6401,52666.000000000000000,1582,9177,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
6402,6402,1191.000000000000000,1582,7909,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Urban Shrubland,Developed
6403,6403,449.000000000000000,1581,7421,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Central Tallgrass Prairie,Grassland
6404,6404,337.000000000000000,1582,9117,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Laurentian-Acadian Floodplain Forest,Riparian
6405,6405,609.000000000000000,1565,7240,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Laurentian-Acadian Hardwood Forest,Hardwood
6406,6406,61.000000000000000,1576,7295,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
6407,6407,867.000000000000000,1565,7366,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer
6408,6408,329.000000000000000,1582,7366,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer
6409,6409,2529.000000000000000,1582,7905,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Urban Deciduous Forest,Developed
6410,6410,247.000000000000000,1578,9177,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
6411,6411,22.000000000000000,1576,9679,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,North-Central Interior Floodplain Shrubland,Riparian
6412,6412,367.000000000000000,1565,7241,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood
6413,6413,573.000000000000000,1565,9177,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
6414,6414,1136.000000000000000,1582,9679,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Floodplain Shrubland,Riparian
6415,6415,40.000000000000000,1582,7240,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Laurentian-Acadian Hardwood Forest,Hardwood
6416,6416,9.000000000000000,1572,7421,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Central Tallgrass Prairie,Grassland
6417,6417,610.000000000000000,1582,9682,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Graminoid Alkaline Fen,Riparian
6418,6418,535.000000000000000,1585,7421,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Central Tallgrass Prairie,Grassland
6419,6419,236.000000000000000,1565,7970,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Eastern Cool Temperate Orchard,Agricultural
6420,6420,1091.000000000000000,1565,7295,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
6421,6421,204.000000000000000,1582,7238,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Laurentian-Acadian Northern Oak Forest,Hardwood
6422,6422,41.000000000000000,1565,9679,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,North-Central Interior Floodplain Shrubland,Riparian
6423,6423,10.000000000000000,1565,9117,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Laurentian-Acadian Floodplain Forest,Riparian
6424,6424,391.000000000000000,1565,7239,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
6425,6425,191.000000000000000,1582,7926,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Developed Evergreen Forest,Developed
6426,6426,87.000000000000000,1582,7241,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood
6427,6427,18.000000000000000,1565,9682,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,North-Central Interior Graminoid Alkaline Fen,Riparian
6428,6428,194.000000000000000,1582,7239,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
6429,6429,153.000000000000000,1637,7412,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
6430,6430,6061.000000000000000,1622,7412,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
6431,6431,523.000000000000000,1628,7412,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
6432,6432,4051.000000000000000,1638,7972,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Bush fruit and berries,Agricultural
6433,6433,333.000000000000000,1614,7412,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
6434,6434,6.000000000000000,1634,7412,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
6435,6435,53.000000000000000,1641,7972,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Bush fruit and berries,Agricultural
6436,6436,18.000000000000000,1629,7412,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
6437,6437,1.000000000000000,1629,7971,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,Eastern Cool Temperate Vineyard,Agricultural
6438,6438,824.000000000000000,1614,9177,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
6439,6439,190.000000000000000,1614,9683,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Wet Meadow,Riparian
6440,6440,66.000000000000000,1614,9180,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Freshwater Marsh,Riparian
6441,6441,1920.000000000000000,1618,9183,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Shrub Swamp,Riparian
6442,6442,4.000000000000000,1637,7411,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian
6443,6443,182.000000000000000,1636,7412,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
6444,6444,53.000000000000000,1617,9117,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Laurentian-Acadian Floodplain Forest,Riparian
6445,6445,136.000000000000000,1615,7412,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
6446,6446,1.000000000000000,1615,9182,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Shrub Alkaline Fen,Riparian
6447,6447,9.000000000000000,1639,9679,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,North-Central Interior Floodplain Shrubland,Riparian
6448,6448,1365.000000000000000,1617,7290,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Oak Barrens Herbaceous,Grassland
6449,6449,40.000000000000000,1636,9182,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,North-Central Interior Shrub Alkaline Fen,Riparian
6450,6450,91.000000000000000,1628,9180,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Interior Freshwater Marsh,Riparian
6451,6451,3038.000000000000000,1618,9180,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Freshwater Marsh,Riparian
6452,6452,7.000000000000000,1634,9683,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,North-Central Interior Wet Meadow,Riparian
6453,6453,155.000000000000000,1621,7395,13442_51,Boreal Jack Pine-Black Spruce Forest-Spruce-Fir,Conifer,North-Central Oak Barrens Woodland,Hardwood
6454,6454,761.000000000000000,1630,7394,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,North-Central Interior Oak Savanna,Hardwood
6455,6455,120.000000000000000,1621,9179,13442_51,Boreal Jack Pine-Black Spruce Forest-Spruce-Fir,Conifer,North-Central Interior Floodplain Forest,Riparian
