OID_,Value,Count,Clip_bps_220,Clip_scls_230,BPS_MODEL,BPS_NAME,GROUPVEG,LABEL
227,227,13519.000000000000000,1633,180,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Agriculture
228,228,2070.000000000000000,1634,120,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,Developed
229,229,1962.000000000000000,1634,4,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,D
230,230,1533.000000000000000,1634,1,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,A
231,231,1860.000000000000000,1634,7,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,UE
232,232,1436.000000000000000,1641,7,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,UE
233,233,2066.000000000000000,1641,180,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Agriculture
234,234,4296.000000000000000,1633,120,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Developed
235,235,1617.000000000000000,1615,132,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Barren or Sparse
236,236,210.000000000000000,1615,1,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,A
237,237,32152.000000000000000,1616,6,13023_51,Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood,Hardwood,UN
238,238,517.000000000000000,1641,120,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Developed
239,239,10599.000000000000000,1616,7,13023_51,Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood,Hardwood,UE
240,240,209268.000000000000000,1616,5,13023_51,Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood,Hardwood,E
241,241,16881.000000000000000,1616,120,13023_51,Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood,Hardwood,Developed
242,242,165116.000000000000000,1616,3,13023_51,Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood,Hardwood,C
243,243,14037.000000000000000,1616,180,13023_51,Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood,Hardwood,Agriculture
244,244,9703.000000000000000,1616,2,13023_51,Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood,Hardwood,B
245,245,12.000000000000000,1616,132,13023_51,Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood,Hardwood,Barren or Sparse
246,246,4.000000000000000,1616,1,13023_51,Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood,Hardwood,A
247,247,754.000000000000000,1633,4,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,D
248,248,1477.000000000000000,1625,132,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Barren or Sparse
249,249,686043.000000000000000,1589,5,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,E
250,250,23535.000000000000000,1589,7,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,UE
251,251,77510.000000000000000,1589,6,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,UN
252,252,12074.000000000000000,1589,2,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,B
253,253,143407.000000000000000,1589,3,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,C
254,254,101.000000000000000,1640,1,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,A
255,255,461172.000000000000000,1629,3,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,C
256,256,166.000000000000000,1634,2,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,B
257,257,15.000000000000000,1589,1,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,A
258,258,45459.000000000000000,1589,120,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Developed
259,259,533991.000000000000000,1628,120,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Developed
260,260,1955078.000000000000000,1628,4,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,D
261,261,824765.000000000000000,1628,7,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,UE
262,262,37220.000000000000000,1628,6,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,UN
263,263,129321.000000000000000,1628,3,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,C
264,264,79595.000000000000000,1628,180,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Agriculture
265,265,12890.000000000000000,1628,1,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,A
266,266,58924.000000000000000,1629,120,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,Developed
267,267,1.000000000000000,1606,2,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,B
268,268,2015.000000000000000,1590,180,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Agriculture
269,269,700.000000000000000,1590,7,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,UE
270,270,1910.000000000000000,1590,120,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Developed
271,271,2309.000000000000000,1633,2,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,B
272,272,98606.000000000000000,1589,180,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Agriculture
273,273,74868.000000000000000,1629,7,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,UE
274,274,2278.000000000000000,1629,1,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,A
275,275,975.000000000000000,1629,2,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,B
276,276,12074.000000000000000,1629,180,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,Agriculture
277,277,683.000000000000000,1628,2,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,B
278,278,12.000000000000000,1641,1,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,A
279,279,11.000000000000000,1629,4,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,D
280,280,129.000000000000000,1599,3,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,C
281,281,121.000000000000000,1599,2,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,B
282,282,4.000000000000000,1599,120,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,Developed
283,283,85.000000000000000,1589,132,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Barren or Sparse
284,284,37733.000000000000000,1640,132,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,Barren or Sparse
285,285,1740.000000000000000,1620,132,13441_51,Boreal Jack Pine-Black Spruce Forest-Pine Barrens,Conifer,Barren or Sparse
286,286,2936.000000000000000,1628,132,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Barren or Sparse
287,287,6932.000000000000000,1622,132,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Barren or Sparse
288,288,39.000000000000000,1621,1,13442_51,Boreal Jack Pine-Black Spruce Forest-Spruce-Fir,Conifer,A
289,289,2677.000000000000000,1600,3,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,C
290,290,806.000000000000000,1600,2,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,B
291,291,107.000000000000000,1600,4,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,D
292,292,375.000000000000000,1600,7,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,UE
293,293,266.000000000000000,1600,120,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,Developed
294,294,16014.000000000000000,1601,5,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,E
295,295,4077.000000000000000,1601,4,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,D
296,296,1455.000000000000000,1601,7,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,UE
297,297,755.000000000000000,1601,3,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,C
298,298,13.000000000000000,1601,2,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,B
299,299,39.000000000000000,1601,6,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,UN
300,300,2280.000000000000000,1601,120,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Developed
301,301,266.000000000000000,1601,1,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,A
302,302,97.000000000000000,1600,6,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,UN
303,303,1093.000000000000000,1637,132,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Barren or Sparse
304,304,69.000000000000000,1590,1,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,A
305,305,453.000000000000000,1601,180,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Agriculture
306,306,164.000000000000000,1633,1,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,A
307,307,21.000000000000000,1636,1,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,A
308,308,4.000000000000000,1641,3,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,C
309,309,2.000000000000000,1611,120,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,Developed
310,310,12.000000000000000,1590,2,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,B
311,311,30.000000000000000,1590,6,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,UN
312,312,150638.000000000000000,1583,1,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,A
313,313,437415.000000000000000,1581,3,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,C
314,314,2094791.000000000000000,1583,4,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,D
315,315,118747.000000000000000,1581,2,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,B
316,316,40149.000000000000000,1581,6,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,UN
317,317,38238.000000000000000,1581,1,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,A
318,318,88994.000000000000000,1583,7,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,UE
319,319,1743155.000000000000000,1581,4,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,D
320,320,211658.000000000000000,1584,6,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,UN
321,321,16977.000000000000000,1584,2,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,B
322,322,2917.000000000000000,1584,3,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,C
323,323,73186.000000000000000,1581,180,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Agriculture
324,324,74055.000000000000000,1581,7,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,UE
325,325,4112.000000000000000,1568,1,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,A
326,326,15428.000000000000000,1568,7,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,UE
327,327,676896.000000000000000,1583,3,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C
328,328,304942.000000000000000,1568,4,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,D
329,329,570771.000000000000000,1562,6,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,UN
330,330,665677.000000000000000,1562,3,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,C
331,331,2499099.000000000000000,1562,5,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,E
332,332,1704.000000000000000,1568,3,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,C
333,333,23145.000000000000000,1568,120,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,Developed
334,334,9090.000000000000000,2725,2,13620_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,B
335,335,1308.000000000000000,2725,3,13620_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,C
336,336,44427.000000000000000,1583,120,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Developed
337,337,553341.000000000000000,2726,4,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,D
338,338,1349117.000000000000000,2726,2,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,B
339,339,221281.000000000000000,1562,7,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,UE
340,340,3902.000000000000000,2725,120,13620_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Developed
341,341,24260.000000000000000,1583,2,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,B
342,342,29524.000000000000000,1562,2,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,B
343,343,38563.000000000000000,2726,5,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,E
344,344,5659.000000000000000,2725,7,13620_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,UE
345,345,113699.000000000000000,2726,6,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,UN
346,346,173123.000000000000000,2726,7,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,UE
347,347,296102.000000000000000,2726,120,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Developed
348,348,19979.000000000000000,2726,1,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,A
349,349,674811.000000000000000,1561,7,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,UE
350,350,731905.000000000000000,1561,6,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,UN
351,351,3513637.000000000000000,1561,5,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,E
352,352,1159179.000000000000000,1561,3,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,C
353,353,47219.000000000000000,1577,3,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,C
354,354,26465.000000000000000,1568,180,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,Agriculture
355,355,49212.000000000000000,1581,120,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Developed
356,356,3852.000000000000000,1577,4,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,D
357,357,16031.000000000000000,2725,180,13620_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Agriculture
358,358,613676.000000000000000,1569,4,13660_50,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,D
359,359,88.000000000000000,2725,1,13620_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,A
360,360,5983560.000000000000000,1561,180,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Agriculture
361,361,672042.000000000000000,1562,180,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Agriculture
362,362,355237.000000000000000,1562,120,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Developed
363,363,184.000000000000000,1562,1,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,A
364,364,1575898.000000000000000,1561,120,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Developed
365,365,442554.000000000000000,2726,180,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Agriculture
366,366,3655.000000000000000,1577,6,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,UN
367,367,183.000000000000000,1577,180,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Agriculture
368,368,902.000000000000000,1577,120,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Developed
369,369,369.000000000000000,1581,5,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,E
370,370,617.000000000000000,1577,7,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,UE
371,371,251009.000000000000000,1583,180,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Agriculture
372,372,28791.000000000000000,1561,2,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,B
373,373,9978.000000000000000,1584,120,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,Developed
374,374,1558.000000000000000,1629,132,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,Barren or Sparse
375,375,393387.000000000000000,1958,180,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Agriculture
376,376,673113.000000000000000,1958,6,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,UN
377,377,267078.000000000000000,1958,2,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,B
378,378,724108.000000000000000,1958,3,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,C
379,379,3207052.000000000000000,1943,5,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,E
380,380,31492.000000000000000,1943,1,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,A
381,381,1087085.000000000000000,1943,6,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,UN
382,382,277833.000000000000000,1943,2,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,B
383,383,528372.000000000000000,1943,7,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,UE
384,384,1353585.000000000000000,1943,3,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C
385,385,67263.000000000000000,1956,1,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,A
386,386,160704.000000000000000,1956,6,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,UN
387,387,212279.000000000000000,1956,3,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,C
388,388,212748.000000000000000,1956,180,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,Agriculture
389,389,1635773.000000000000000,1943,180,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Agriculture
390,390,181684.000000000000000,1957,1,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,A
391,391,383712.000000000000000,1957,3,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,C
392,392,454547.000000000000000,1957,2,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,B
393,393,74812.000000000000000,1958,120,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Developed
394,394,175829.000000000000000,1957,180,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,Agriculture
395,395,238264.000000000000000,1963,2,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,B
396,396,49625.000000000000000,1963,7,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,UE
397,397,434858.000000000000000,1943,120,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Developed
398,398,422360.000000000000000,1963,180,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Agriculture
399,399,170269.000000000000000,1958,7,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,UE
400,400,61381.000000000000000,1963,6,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,UN
401,401,16047.000000000000000,1963,1,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,A
402,402,4869.000000000000000,1948,6,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,UN
403,403,113361.000000000000000,1948,180,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Agriculture
404,404,52561.000000000000000,1957,120,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,Developed
405,405,50696.000000000000000,1956,120,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,Developed
406,406,81985.000000000000000,1963,120,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Developed
407,407,4863.000000000000000,1960,2,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,B
408,408,3106.000000000000000,1960,6,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,UN
409,409,125443.000000000000000,1957,7,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,UE
410,410,35526.000000000000000,1960,3,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,C
411,411,1616869.000000000000000,1947,4,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,D
412,412,36874.000000000000000,1964,6,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,UN
413,413,324889.000000000000000,1947,7,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,UE
414,414,316654.000000000000000,1947,180,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Agriculture
415,415,74127.000000000000000,1947,2,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,B
416,416,76340.000000000000000,1956,2,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,B
417,417,37428.000000000000000,1948,120,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Developed
418,418,36772.000000000000000,1948,7,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,UE
419,419,168460.000000000000000,1948,3,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,C
420,420,743733.000000000000000,1946,2,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,B
421,421,29192.000000000000000,1946,1,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,A
422,422,24001.000000000000000,1948,1,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,A
423,423,56300.000000000000000,1948,2,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,B
424,424,45044.000000000000000,1964,3,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,C
425,425,2536.000000000000000,1943,132,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Barren or Sparse
426,426,111147.000000000000000,1956,7,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,UE
427,427,719.000000000000000,1962,4,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,D
428,428,173773.000000000000000,1950,2,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,B
429,429,26375.000000000000000,1947,1,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,A
430,430,7427.000000000000000,1964,2,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,B
431,431,139290.000000000000000,1947,120,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Developed
432,432,69710.000000000000000,1946,3,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,C
433,433,159163.000000000000000,1946,7,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,UE
434,434,91827.000000000000000,1950,7,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,UE
435,435,126197.000000000000000,1946,120,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Developed
436,436,3262.000000000000000,1964,120,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,Developed
437,437,3070.000000000000000,1964,180,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,Agriculture
438,438,18057.000000000000000,1964,7,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,UE
439,439,6117.000000000000000,1960,180,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,Agriculture
440,440,1924.000000000000000,1962,180,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Agriculture
441,441,415.000000000000000,1962,6,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,UN
442,442,452.000000000000000,1962,7,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,UE
443,443,11780.000000000000000,1950,120,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,Developed
444,444,107749.000000000000000,1950,3,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,C
445,445,6886.000000000000000,1950,6,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,UN
446,446,5.000000000000000,1599,7,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,UE
447,447,9.000000000000000,1599,180,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,Agriculture
448,448,23.000000000000000,1601,132,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Barren or Sparse
449,449,329.000000000000000,1600,180,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,Agriculture
450,450,16.000000000000000,1590,132,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Barren or Sparse
451,451,2.000000000000000,1600,132,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,Barren or Sparse
452,452,7406.000000000000000,1584,7,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,UE
453,453,7103.000000000000000,1561,132,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Barren or Sparse
454,454,13776.000000000000000,1564,3,13110_50,North-Central Interior Dry Oak Forest and Woodland,Hardwood,C
