OID_,Value,Count,Clip_bps_220,Clip_scls_230,BPS_MODEL,BPS_NAME,GROUPVEG,LABEL
918,918,59.000000000000000,1631,3,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,C
919,919,8.000000000000000,1905,132,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Barren or Sparse
920,920,5.000000000000000,1897,6,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,UN
921,921,40.000000000000000,1894,132,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Barren or Sparse
922,922,19.000000000000000,1902,132,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Barren or Sparse
923,923,288226.000000000000000,1632,180,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,Agriculture
924,924,3240896.000000000000000,1627,180,13950_51,North-Central Oak Barrens,Hardwood,Agriculture
925,925,2207259.000000000000000,1627,120,13950_51,North-Central Oak Barrens,Hardwood,Developed
926,926,1002586.000000000000000,1627,4,13950_51,North-Central Oak Barrens,Hardwood,D
927,927,4.000000000000000,1893,4,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,D
928,928,37.000000000000000,1891,120,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,Developed
929,929,7.000000000000000,1891,7,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,UE
930,930,453822.000000000000000,1627,3,13950_51,North-Central Oak Barrens,Hardwood,C
931,931,653048.000000000000000,1627,7,13950_51,North-Central Oak Barrens,Hardwood,UE
932,932,120926.000000000000000,1632,120,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,Developed
933,933,73625.000000000000000,1632,7,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,UE
934,934,114131.000000000000000,1632,6,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,UN
935,935,8186.000000000000000,1627,1,13950_51,North-Central Oak Barrens,Hardwood,A
936,936,17652.000000000000000,1627,6,13950_51,North-Central Oak Barrens,Hardwood,UN
937,937,37.000000000000000,1899,120,14000_63,Central Appalachian Alkaline Glade and Woodland,Savanna,Developed
938,938,12.000000000000000,1891,4,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,D
939,939,5.000000000000000,1891,5,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,E
940,940,2.000000000000000,1891,3,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,C
941,941,2.000000000000000,1899,7,14000_63,Central Appalachian Alkaline Glade and Woodland,Savanna,UE
942,942,5.000000000000000,1899,180,14000_63,Central Appalachian Alkaline Glade and Woodland,Savanna,Agriculture
943,943,12277.000000000000000,1632,1,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,A
944,944,1025.000000000000000,1632,3,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,C
945,945,6768.000000000000000,1627,132,13950_51,North-Central Oak Barrens,Hardwood,Barren or Sparse
946,946,8426.000000000000000,1627,5,13950_51,North-Central Oak Barrens,Hardwood,E
947,947,1985.000000000000000,1626,5,13940_50_51,North-Central Interior Oak Savanna,Hardwood,E
948,948,240.000000000000000,1627,2,13950_51,North-Central Oak Barrens,Hardwood,B
949,949,15.000000000000000,1618,6,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,UN
950,950,542.000000000000000,1626,132,13940_50_51,North-Central Interior Oak Savanna,Hardwood,Barren or Sparse
951,951,19.000000000000000,1626,2,13940_50_51,North-Central Interior Oak Savanna,Hardwood,B
952,952,180.000000000000000,1630,132,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,Barren or Sparse
953,953,130.000000000000000,1632,132,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,Barren or Sparse
954,954,1006584.000000000000000,2017,120,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Developed
955,955,465580.000000000000000,2017,180,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Agriculture
956,956,353249.000000000000000,2029,180,14210_49_52,Central Tallgrass Prairie,Grassland,Agriculture
957,957,1265717.000000000000000,2029,120,14210_49_52,Central Tallgrass Prairie,Grassland,Developed
958,958,134604.000000000000000,2017,7,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,UE
959,959,284.000000000000000,2036,180,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Agriculture
960,960,232569.000000000000000,2017,4,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,D
961,961,67845.000000000000000,2017,3,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,C
962,962,161404.000000000000000,2029,6,14210_49_52,Central Tallgrass Prairie,Grassland,UN
963,963,73928.000000000000000,2029,7,14210_49_52,Central Tallgrass Prairie,Grassland,UE
964,964,31455.000000000000000,2029,1,14210_49_52,Central Tallgrass Prairie,Grassland,A
965,965,19657.000000000000000,2017,1,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,A
966,966,834.000000000000000,2017,6,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,UN
967,967,451.000000000000000,2029,3,14210_49_52,Central Tallgrass Prairie,Grassland,C
968,968,102090.000000000000000,2031,3,14660_49,Great Lakes Wooded Dune and Swale,Riparian,C
969,969,14068.000000000000000,2031,180,14660_49,Great Lakes Wooded Dune and Swale,Riparian,Agriculture
970,970,8232.000000000000000,2033,6,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,UN
971,971,2440.000000000000000,2017,5,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,E
972,972,15375.000000000000000,2020,180,13140_49,North-Central Interior Maple-Basswood Forest,Hardwood,Agriculture
973,973,13517.000000000000000,2033,180,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,Agriculture
974,974,9041.000000000000000,2034,180,14720_49,Central Interior and Appalachian Riparian Systems,Riparian,Agriculture
975,975,1005.000000000000000,2017,132,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Barren or Sparse
976,976,2127.000000000000000,2029,132,14210_49_52,Central Tallgrass Prairie,Grassland,Barren or Sparse
977,977,52977.000000000000000,2020,120,13140_49,North-Central Interior Maple-Basswood Forest,Hardwood,Developed
978,978,22762.000000000000000,2020,3,13140_49,North-Central Interior Maple-Basswood Forest,Hardwood,C
979,979,14042.000000000000000,2020,6,13140_49,North-Central Interior Maple-Basswood Forest,Hardwood,UN
980,980,27609.000000000000000,2031,7,14660_49,Great Lakes Wooded Dune and Swale,Riparian,UE
981,981,2337.000000000000000,2034,3,14720_49,Central Interior and Appalachian Riparian Systems,Riparian,C
982,982,1250.000000000000000,2034,7,14720_49,Central Interior and Appalachian Riparian Systems,Riparian,UE
983,983,280962.000000000000000,2031,120,14660_49,Great Lakes Wooded Dune and Swale,Riparian,Developed
984,984,24329.000000000000000,2031,2,14660_49,Great Lakes Wooded Dune and Swale,Riparian,B
985,985,3326.000000000000000,2033,7,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,UE
986,986,9555.000000000000000,2033,3,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,C
987,987,6643.000000000000000,2033,120,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,Developed
988,988,871.000000000000000,2029,2,14210_49_52,Central Tallgrass Prairie,Grassland,B
989,989,1499.000000000000000,2031,1,14660_49,Great Lakes Wooded Dune and Swale,Riparian,A
990,990,220.000000000000000,2036,2,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,B
991,991,1279.000000000000000,2034,2,14720_49,Central Interior and Appalachian Riparian Systems,Riparian,B
992,992,3714.000000000000000,1619,4,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,D
993,993,807.000000000000000,1635,4,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,D
994,994,208.000000000000000,2034,1,14720_49,Central Interior and Appalachian Riparian Systems,Riparian,A
995,995,20147.000000000000000,2018,4,13110_49,North-Central Interior Dry Oak Forest and Woodland,Hardwood,D
996,996,6.000000000000000,2017,2,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,B
997,997,1035.000000000000000,2034,120,14720_49,Central Interior and Appalachian Riparian Systems,Riparian,Developed
998,998,15610.000000000000000,2018,120,13110_49,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Developed
999,999,8420.000000000000000,2018,7,13110_49,North-Central Interior Dry Oak Forest and Woodland,Hardwood,UE
1000,1000,9823.000000000000000,2020,7,13140_49,North-Central Interior Maple-Basswood Forest,Hardwood,UE
1001,1001,5681.000000000000000,2019,120,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,Developed
1002,1002,2307.000000000000000,2036,120,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Developed
1003,1003,69.000000000000000,2036,7,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,UE
1004,1004,22.000000000000000,2036,6,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,UN
1005,1005,21320.000000000000000,2018,180,13110_49,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Agriculture
1006,1006,5869.000000000000000,2018,3,13110_49,North-Central Interior Dry Oak Forest and Woodland,Hardwood,C
1007,1007,16.000000000000000,1632,2,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,B
1008,1008,548999.000000000000000,1911,7,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,UE
1009,1009,1182811.000000000000000,1911,120,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,Developed
1010,1010,257509.000000000000000,1909,3,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,C
1011,1011,839612.000000000000000,1911,3,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,C
1012,1012,1730095.000000000000000,1909,120,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,Developed
1013,1013,1265252.000000000000000,1909,180,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,Agriculture
1014,1014,585665.000000000000000,1909,7,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,UE
1015,1015,648114.000000000000000,1909,4,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,D
1016,1016,104213.000000000000000,1909,5,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,E
1017,1017,101318.000000000000000,1916,7,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,UE
1018,1018,114442.000000000000000,1916,3,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,C
1019,1019,87992.000000000000000,1916,2,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,B
1020,1020,101949.000000000000000,1916,120,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,Developed
1021,1021,19991.000000000000000,1917,3,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,C
1022,1022,7699.000000000000000,1917,7,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,UE
1023,1023,3918.000000000000000,1917,180,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,Agriculture
1024,1024,95733.000000000000000,1911,4,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,D
1025,1025,1035458.000000000000000,1911,180,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,Agriculture
1026,1026,106048.000000000000000,1916,180,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,Agriculture
1027,1027,12522.000000000000000,1916,1,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,A
1028,1028,4771.000000000000000,1917,120,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,Developed
1029,1029,36802.000000000000000,1911,2,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,B
1030,1030,123618.000000000000000,1915,7,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,UE
1031,1031,2147.000000000000000,1917,2,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,B
1032,1032,7014.000000000000000,1909,6,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,UN
1033,1033,1367.000000000000000,1917,6,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,UN
1034,1034,5828.000000000000000,1909,1,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,A
1035,1035,2856.000000000000000,1911,1,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,A
1036,1036,2812.000000000000000,1909,132,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,Barren or Sparse
1037,1037,119016.000000000000000,1915,120,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,Developed
1038,1038,343.000000000000000,1918,4,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,D
1039,1039,214578.000000000000000,1915,3,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,C
1040,1040,130351.000000000000000,1915,6,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,UN
1041,1041,70.000000000000000,1918,6,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,UN
1042,1042,2541.000000000000000,1915,1,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,A
1043,1043,190320.000000000000000,1915,180,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,Agriculture
1044,1044,261.000000000000000,1918,7,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,UE
1045,1045,26365.000000000000000,1915,2,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,B
1046,1046,35.000000000000000,1916,4,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,D
1047,1047,221.000000000000000,1916,5,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,E
1048,1048,12810.000000000000000,1911,6,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,UN
1049,1049,100.000000000000000,1915,4,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,D
1050,1050,110.000000000000000,2020,2,13140_49,North-Central Interior Maple-Basswood Forest,Hardwood,B
1051,1051,5.000000000000000,1622,4,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,D
1052,1052,644.000000000000000,1914,3,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,C
1053,1053,31.000000000000000,1914,6,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,UN
1054,1054,699.000000000000000,1914,7,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,UE
1055,1055,1555.000000000000000,1914,2,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,B
1056,1056,47.000000000000000,1914,180,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Agriculture
1057,1057,92360.000000000000000,1919,7,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,UE
1058,1058,78281.000000000000000,1919,2,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,B
1059,1059,1716.000000000000000,1909,2,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,B
1060,1060,83168.000000000000000,1919,180,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Agriculture
1061,1061,65.000000000000000,1916,132,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,Barren or Sparse
1062,1062,24.000000000000000,1917,1,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,A
1063,1063,150576.000000000000000,1919,120,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Developed
1064,1064,3870.000000000000000,1911,132,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,Barren or Sparse
1065,1065,423.000000000000000,1914,120,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Developed
1066,1066,7738.000000000000000,1919,6,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,UN
1067,1067,1325.000000000000000,1919,1,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,A
1068,1068,528.000000000000000,1917,132,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,Barren or Sparse
1069,1069,473.000000000000000,1915,132,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,Barren or Sparse
1070,1070,232.000000000000000,1918,180,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Agriculture
1071,1071,145.000000000000000,1918,120,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Developed
1072,1072,76.000000000000000,1631,132,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Barren or Sparse
1073,1073,917.000000000000000,2020,132,13140_49,North-Central Interior Maple-Basswood Forest,Hardwood,Barren or Sparse
1074,1074,143.000000000000000,2028,120,14120_49,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Developed
1075,1075,1947514.000000000000000,1967,120,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,Developed
1076,1076,59599.000000000000000,1975,120,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,Developed
1077,1077,68440.000000000000000,1975,7,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,UE
1078,1078,558088.000000000000000,1967,7,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,UE
1079,1079,761688.000000000000000,1967,3,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,C
1080,1080,42476.000000000000000,1975,6,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,UN
1081,1081,11850388.000000000000000,1967,180,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,Agriculture
1082,1082,26601.000000000000000,1967,4,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,D
1083,1083,273566.000000000000000,1965,7,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,UE
1084,1084,933174.000000000000000,1965,120,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Developed
1085,1085,4049.000000000000000,1975,3,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,C
1086,1086,13260.000000000000000,1975,2,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,B
1087,1087,91105.000000000000000,1975,180,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,Agriculture
1088,1088,501872.000000000000000,1974,120,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,Developed
1089,1089,3695208.000000000000000,1974,180,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,Agriculture
1090,1090,725256.000000000000000,1977,180,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Agriculture
1091,1091,191892.000000000000000,1970,180,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,Agriculture
1092,1092,166582.000000000000000,1974,7,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,UE
1093,1093,119716.000000000000000,1976,180,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Agriculture
1094,1094,122113.000000000000000,1977,120,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Developed
1095,1095,24290.000000000000000,1976,120,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Developed
1096,1096,13521.000000000000000,1974,6,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,UN
1097,1097,274537.000000000000000,1974,3,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,C
1098,1098,38825.000000000000000,1977,7,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,UE
1099,1099,9940.000000000000000,1967,6,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,UN
1100,1100,28419.000000000000000,1976,7,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,UE
1101,1101,94771.000000000000000,1977,2,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,B
1102,1102,57721.000000000000000,1976,4,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,D
1103,1103,44247.000000000000000,1970,7,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,UE
1104,1104,83287.000000000000000,1970,3,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,C
1105,1105,20234.000000000000000,1976,6,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,UN
1106,1106,2507.000000000000000,1970,1,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,A
1107,1107,70573.000000000000000,1973,6,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,UN
1108,1108,115071.000000000000000,1973,120,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,Developed
1109,1109,119167.000000000000000,1973,7,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,UE
1110,1110,3226264.000000000000000,1965,180,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Agriculture
1111,1111,566200.000000000000000,1973,180,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,Agriculture
1112,1112,151784.000000000000000,1973,3,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,C
1113,1113,1067.000000000000000,1974,2,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,B
1114,1114,3551.000000000000000,1974,1,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,A
1115,1115,4622.000000000000000,1977,6,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,UN
1116,1116,56140.000000000000000,1970,120,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,Developed
1117,1117,280683.000000000000000,1969,180,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,Agriculture
1118,1118,205253.000000000000000,1969,120,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,Developed
1119,1119,252368.000000000000000,1965,4,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,D
1120,1120,50968.000000000000000,1969,7,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,UE
1121,1121,65145.000000000000000,1969,3,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,C
1122,1122,33.000000000000000,1966,6,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,UN
1123,1123,35615.000000000000000,1969,2,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,B
1124,1124,69503.000000000000000,1965,3,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,C
1125,1125,5530.000000000000000,1965,1,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,A
1126,1126,2117.000000000000000,1972,6,14210_49_52,Central Tallgrass Prairie,Grassland,UN
1127,1127,1083.000000000000000,1972,7,14210_49_52,Central Tallgrass Prairie,Grassland,UE
1128,1128,3124.000000000000000,1969,6,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,UN
1129,1129,338.000000000000000,1975,1,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,A
1130,1130,1721.000000000000000,1967,2,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,B
1131,1131,428179.000000000000000,1966,180,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Agriculture
1132,1132,14528.000000000000000,1966,3,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,C
1133,1133,648.000000000000000,1966,1,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,A
1134,1134,2558.000000000000000,1974,132,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,Barren or Sparse
1135,1135,15956.000000000000000,1975,132,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,Barren or Sparse
1136,1136,139146.000000000000000,1966,120,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Developed
1137,1137,25.000000000000000,1969,1,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,A
1138,1138,5800.000000000000000,1967,132,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,Barren or Sparse
1139,1139,158.000000000000000,1969,4,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,D
1140,1140,892.000000000000000,1973,2,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,B
1141,1141,304.000000000000000,1977,132,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Barren or Sparse
1142,1142,147.000000000000000,1972,1,14210_49_52,Central Tallgrass Prairie,Grassland,A
1143,1143,15039.000000000000000,1972,180,14210_49_52,Central Tallgrass Prairie,Grassland,Agriculture
1144,1144,61952.000000000000000,1966,7,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,UE
1145,1145,562.000000000000000,1965,6,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,UN
1146,1146,489.000000000000000,1976,2,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,B
1147,1147,63454.000000000000000,1966,4,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,D
1148,1148,1938.000000000000000,1972,120,14210_49_52,Central Tallgrass Prairie,Grassland,Developed
1149,1149,5243.000000000000000,1965,132,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Barren or Sparse
1150,1150,672.000000000000000,1969,132,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,Barren or Sparse
1151,1151,371979.000000000000000,1968,180,13940_52,North-Central Interior Oak Savanna,Hardwood,Agriculture
1152,1152,54463.000000000000000,1968,7,13940_52,North-Central Interior Oak Savanna,Hardwood,UE
1153,1153,13648.000000000000000,1968,2,13940_52,North-Central Interior Oak Savanna,Hardwood,B
1154,1154,358.000000000000000,1970,6,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,UN
1155,1155,116868.000000000000000,1968,120,13940_52,North-Central Interior Oak Savanna,Hardwood,Developed
1156,1156,1959.000000000000000,1965,5,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,E
1157,1157,1.000000000000000,1972,132,14210_49_52,Central Tallgrass Prairie,Grassland,Barren or Sparse
1158,1158,726.000000000000000,1976,132,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Barren or Sparse
1159,1159,30.000000000000000,1977,1,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,A
1160,1160,718.000000000000000,2027,120,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,Developed
1161,1161,1085.000000000000000,1968,1,13940_52,North-Central Interior Oak Savanna,Hardwood,A
1162,1162,656.000000000000000,1966,132,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Barren or Sparse
